record_id,title_abstract_decision,exclusion_reason,rationale
R3BA8A310F226,exclude,E01,Ecological study of poplar tree growth following insect defoliation; unrelated to water/sanitation access.
RCF0F9474A793,exclude,E06,GRACE satellite-based assessment of water resources sustainability in the Amu Darya basin; pure hydrological remote sensing.
RF92AD74AAFFB,exclude,E06,Overview of automatic control system architectures for wastewater treatment plants; pure engineering.
RB65A407E584E,exclude,E06,Isotopic/geochemical study of spring recharge and vulnerability in a Himalayan catchment; pure hydrogeology.
RFB357071981A,exclude,E06,"Scenario-modeling study of decentralised versus centralised water provision systems in the Netherlands; systems engineering/futures analysis, not an empirical access study."
R9F22472CB963,exclude,E01,Agricultural engineering study of pesticide spray drift in cherry orchards; unrelated to water/sanitation access.
R28A93CB57D63,exclude,E01,"Household survey of social consequences of pastoralist sedentarization in Ethiopia; water and sanitation is one item within a broad, unisolated bundle of social services."
R4637B06DAC04,exclude,E01,Paleoceanographic study of Atlantic benthic foraminifera distribution; unrelated to water/sanitation access.
RE1BBFDF56322,exclude,E01,Seismological study of an earthquake swarm possibly linked to wastewater disposal in Alabama; unrelated to water/sanitation service access.
R540B55CDA85D,exclude,E04,"Contamination study of septic-system-derived organic compounds in domestic drinking water wells; outcome is contamination, not access."
R7E56C51157B1,exclude,E06,Engineering study of aerobic granular sludge treatment of dyeing wastewater; pure process engineering.
R0C5195EA94D6,include,,Mixed-methods study of conflict between customary and statutory water institutions shaping household water access in Botswana's Okavango Delta.
R131B0D88ED40,exclude,E06,"Geospatial assessment of domestic water resource stress and supply inequality in Pune, India; technical planning study, no governance factor examined."
R3C2230369D69,exclude,E01,"Study of water security initiatives and regulation in a shale-gas development region of Canada; concerns energy-sector water resource regulation, not household/community service access."
RD177CA25C6FC,exclude,E04,"Systematic review of onsite sanitation system risks to groundwater contamination; outcome is contamination risk, not access."
RA305C88DC186,exclude,E01,"Observational study of medication administration errors in hospital wards; hand washing is one infection-control omission item, unrelated to water/sanitation access."
RBE92186E2709,exclude,E01,Chemical engineering study of surfactant systems for enhanced oil recovery; unrelated to water/sanitation access.
RE0EC8162FA8E,exclude,E06,Fuzzy-logic optimization model for conjunctive groundwater-surface water allocation under uncertainty; pure engineering study.
R6A13CE2FBE81,exclude,E01,GIS hydrological source-tracking study of microplastic pollution in Danish coastal sediments; unrelated to water/sanitation service access.
RD1E054607B17,exclude,E06,"GIS multicriteria model of soil erosion susceptibility in Croatia; environmental modeling study, no access/governance content."
RCA9F8FFB263E,exclude,E06,Experimental study of floating macrophyte phytoremediation for wastewater treatment; pure engineering experiment.
R68708B995FB4,exclude,E06,Climate/land-use impact modeling on groundwater resources in a Thai economic zone; pure hydrological modeling study.
R77B004D13F14,exclude,E06,Numerical method for locating drain valves in water transmission pipelines; pure engineering study.
R52F5696115E7,exclude,E06,Hydrodynamic dispersion modeling of treated wastewater discharge in an Australian coastal environment; pure environmental engineering.
R716B1E83F92C,exclude,E06,"GIS multi-criteria methodology comparison for groundwater resource management prioritization in Argentina; methodological study, not an empirical access analysis."
R48DB7732C0C3,exclude,E06,Numerical simulation study of topography- and salinity-driven groundwater flow interactions; pure hydrogeology modeling.
R9CD45D005D4D,exclude,E04,"Ecological epidemiology study of drinking-water composition and childhood Type 1 diabetes incidence in England; outcome is disease incidence, not access."
R534E9925B204,exclude,E01,"Post-restoration water-quality diagnostic study of the Nador Lagoon in Morocco; water-quality/pollution study, no access or governance content."
RC03A4D82F896,exclude,E01,Coastal hydraulic engineering study of wave and morphodynamic processes for infrastructure design in Crimea; unrelated to water/sanitation service access.
R885988039E44,exclude,E06,Study of mountain runoff sensitivity to vegetation-driven evapotranspiration under climate change; pure hydrology/ecology.
RCB8CD278BFF5,exclude,E06,Geophysical gravity-inversion study of hydro-tectonic aquifer connections in the Sinai Peninsula; pure hydrogeology.
RCCE122F9081B,exclude,E06,Decision-support groundwater modeling and optimization for an aquifer in the West Bank; pure hydrological engineering study.
R48E9D1F85D2A,exclude,E05,"Interdisciplinary legal-theoretical article on the human right to adequate nutrition; doctrinal analysis with no empirical evidence, water/sanitation is one component among many rights."
RC55E14C8A857,exclude,E01,"Case study of climate-hazard impacts on small pond water sources for coastal Bangladeshi households; climate exposure, no legal/governance factor examined."
R52F8DE3936F6,exclude,E01,Engineering study of well-drilling deviation in anisotropic rocks; unrelated to water/sanitation access.
R1D6D9F1E14D0,exclude,E04,"Cross-sectional study of diarrheal morbidity determinants among children in Ethiopia; outcome is disease morbidity, not access."
R8AB86C3DF50C,exclude,E01,"Comparative review of pharmaceutical environmental risk assessment regulations (EMA/FDA/CDSCO); concerns drug regulatory policy, not water/sanitation service access."
RC411A979C32A,exclude,E01,Geomorphological/hydrodynamic study of sand dredging impacts on a freshwater lake; unrelated to water/sanitation service access.
RC0F15879558C,exclude,E01,Thermodynamic modeling of tungsten ore leaching metallurgy; unrelated to water/sanitation access.
R9968061CD635,exclude,E06,Industrial wastewater treatment and water/oil recycling study at a petrochemical complex; pure process engineering.
R534A8C5C3732,exclude,E06,CFD hydrodynamic optimization study of photobioreactors for wastewater treatment; pure process engineering.
RE97CEB5AD467,exclude,E06,Copula-based spatiotemporal water shortage risk assessment for a Chinese water diversion project; pure hydrological engineering.
RA4E046572C97,exclude,E01,Agricultural land-suitability and yield modeling study for lucerne in New Zealand; unrelated to water/sanitation access.
RF28DF011CAD7,exclude,E01,"Cross-sectional survey of COVID-19 precautionary practice among Ethiopian health professionals; handwashing is one minor practice item, unrelated to water access."
REE14621910D9,exclude,E04,"Spatial water-quality suitability assessment of the Ganga River for drinking/irrigation/industrial use; outcome is water quality, not access."
R65036FF41227,exclude,E01,Plant physiology study of stomatal conductance in Eucalyptus species under drought; unrelated to water/sanitation access.
RD749A30ABC5E,exclude,E06,"GIS study of groundwater level decline and potential zones in Punjab; pure hydrology, no governance/access empirical analysis."
R57629212361C,exclude,E01,"Multidimensional municipal food and nutrition security assessment in Brazil; water/sanitation access is one indicator among 27, not isolated for analysis."
RCA99B0147B4C,include,,"Mixed-methods cross-case analysis of legal, regulatory, and institutional conditions driving US cities' adoption of groundwater banking for water supply resilience."
RF6A57AF91895,include,,Empirical study of community-based versus centralized water resource governance and its role in potable water supply and community development in Cameroon.
R67BAFA86D58A,exclude,E06,"Multi-objective optimization framework for coastal groundwater management on Kish Island, Iran; pure engineering optimization study."
R0D349626F16D,exclude,E05,Conceptual biocultural review linking water insecurity to health/wellbeing; theoretical literature synthesis without identifiable primary population/exposure/outcome or governance analysis.
R54728477E998,exclude,E06,Biotechnology study of Fe2+-enhanced photosynthetic bacteria biomass production in soybean wastewater treatment; pure process engineering.
R7D5C57D0C802,exclude,E07,"Study of Philippine electricity sector reform and urban poor electricity access; concerns electricity service, not water/sanitation."
RFA4E99C75D4F,include,,Qualitative case study of how policy and planning failures shape unequal power over water access in peri-urban Delhi.
R87B85912E2B7,exclude,E01,"Case description of a design-build-operate procurement model for a Seattle water filtration plant; project cost/reliability case study, not a household access analysis."
R5204293C7D7E,exclude,E01,Paleo-bathymetric reconstruction of North Atlantic ocean gateway opening; unrelated to water/sanitation access.
R57D1EA554985,exclude,E01,Study of radionuclide uptake by mosses in the Chornobyl Exclusion Zone; unrelated to water/sanitation access.
R0B8A8290DBB5,exclude,E01,Petroleum geochemistry study of hydrocarbon migration in the Junggar Basin; unrelated to water/sanitation access.
R446DD78FD006,exclude,E01,Cancer biology study of tumor stasis factor regulation; unrelated to water/sanitation access.
RF8ABA46B5C88,unsure,,"Systematic review of barriers/facilitators to community handwashing, including cost/affordability and infrastructure accessibility; unclear whether institutional/governance factors are substantively examined."
